-33.023900	-33.034400	-7.252250	-7.397880	0
-32.250600	-31.992800	-7.412970	-7.588470	1
-31.568400	-30.841500	-7.302500	-7.582040	2
-30.881600	-29.687000	-7.249550	-7.566810	3
-29.991400	-28.605800	-7.325780	-7.408010	4
-29.360900	-27.684000	-7.450350	-7.289630	5
-28.638600	-26.790400	-7.358240	-7.106400	6
-27.496800	-25.734200	-7.023660	-6.941980	7
-26.418200	-24.472700	-6.721730	-6.993300	8
-25.586700	-23.322500	-6.569840	-7.021750	9
-24.757500	-22.281200	-6.434040	-7.042460	10
-23.785900	-21.119400	-6.319590	-7.069250	11
-22.822700	-19.919900	-6.120630	-6.911290	12
-21.877600	-18.846000	-5.885190	-6.683990	13
-21.065900	-17.978700	-5.685770	-6.465520	14
-20.289800	-17.072300	-5.493190	-6.226840	15
-19.299700	-15.830600	-5.355790	-6.046740	16
-18.245500	-14.412800	-5.269350	-5.954680	17
-17.329300	-13.254000	-5.144860	-5.859420	18
-16.490200	-12.325800	-4.900770	-5.620770	19
-15.467400	-11.440000	-4.579380	-5.281060	20
-14.520300	-10.709500	-4.370180	-4.998360	21
-13.948800	-9.920940	-4.287200	-4.797250	22
-13.307300	-9.023760	-4.157370	-4.624500	23
-12.638100	-8.292850	-4.034390	-4.558680	24
-12.018600	-7.558610	-3.933480	-4.509870	25
-11.381200	-6.744180	-3.740760	-4.357190	26
-10.894800	-5.955820	-3.532790	-4.253060	27
-10.383600	-5.186820	-3.473220	-4.235030	28
-9.859320	-4.468280	-3.458190	-4.180260	29
-9.339620	-3.797170	-3.247490	-3.984490	30
-8.781930	-3.228650	-3.051150	-3.843950	31
-8.246560	-2.758980	-3.031230	-3.815110	32
-7.761550	-2.281680	-2.839110	-3.640770	33
-7.582560	-1.536810	-2.512890	-3.338150	34
-7.426180	-0.512036	-2.435570	-3.130650	35
-6.994630	0.432446	-2.478830	-2.959820	36
-6.598780	1.052740	-2.441940	-2.654970	37
-6.204870	1.719610	-2.401550	-2.346430	38
-5.920200	2.595130	-2.354520	-2.118670	39
-5.628460	3.075880	-2.256010	-1.920720	40
-5.114340	3.443030	-2.132370	-1.712650	41
-4.774330	4.031610	-2.021460	-1.550370	42
-4.702760	4.592590	-1.967420	-1.428960	43
-4.578620	4.980060	-2.024500	-1.201880	44
-4.159190	5.179760	-1.973710	-0.764566	45
-3.691220	5.473340	-1.805450	-0.322289	46
-3.564330	5.881510	-1.724690	-0.158714	47
-3.513590	6.306470	-1.557730	-0.127500	48
-3.201940	6.588560	-1.344300	-0.206399	49
-2.682720	6.655850	-1.271500	-0.470226	50
-2.347520	6.881790	-1.275050	-0.717100	51
-2.283460	7.185500	-1.264340	-0.855212	52
-2.114470	7.299160	-1.279450	-0.931143	53
-1.943570	7.458730	-1.288580	-0.925285	54
-1.835370	7.578900	-1.265670	-0.826293	55
-1.819650	7.587160	-1.319890	-0.716263	56
-1.846630	7.662350	-1.470440	-0.731854	57
-1.652680	7.732480	-1.706540	-0.946119	58
-1.179720	7.750740	-1.879090	-1.158370	59
-0.740758	7.629010	-1.933530	-1.385560	60
-0.734088	7.433330	-1.980290	-1.779960	61
-0.877081	7.339830	-1.930130	-2.110620	62
-0.888201	7.193760	-1.749530	-2.210600	63
-0.737172	7.000260	-1.593560	-2.200010	64
-0.457928	6.859590	-1.573060	-2.259410	65
-0.275680	6.580660	-1.625000	-2.380300	66
-0.329621	6.144520	-1.847010	-2.642980	67
-0.556173	5.702410	-2.164380	-2.990870	68
-0.716058	5.304210	-2.278480	-3.158420	69
-0.838473	4.966490	-2.290070	-3.321200	70
-1.013470	4.629110	-2.393780	-3.620080	71
-0.958667	4.246680	-2.546430	-3.872900	72
-0.853052	3.806420	-2.664470	-4.006680	73
-0.626669	3.340880	-2.763610	-4.057850	74
-0.400880	2.960920	-2.923530	-4.097220	75
-0.776259	2.722130	-3.143560	-4.210340	76
-1.233520	2.489480	-3.309850	-4.302060	77
-1.492650	2.139850	-3.381810	-4.223760	78
-1.486760	1.752640	-3.408610	-4.078280	79
-1.365820	1.419460	-3.396220	-3.944710	80
-1.653170	1.128450	-3.377580	-3.831730	81
-1.912580	0.801804	-3.404910	-3.819900	82
-1.909420	0.554444	-3.471890	-3.956650	83
-1.967370	0.435833	-3.592830	-4.153420	84
-2.054440	0.241586	-3.698090	-4.284580	85
-2.136660	0.059062	-3.737080	-4.323830	86
-2.263920	-0.098161	-3.770120	-4.314890	87
-2.265280	-0.296909	-3.863870	-4.311570	88
-2.486500	-0.176499	-4.025790	-4.300030	89
-2.894160	0.003772	-4.188450	-4.282430	90
-2.893940	-0.208649	-4.333320	-4.307490	91
-2.970080	-0.385799	-4.411280	-4.363700	92
-3.381890	-0.167459	-4.449770	-4.468130	93
-3.622060	0.104284	-4.524620	-4.656350	94
-3.764430	0.373889	-4.425710	-4.694280	95
-3.943140	0.701673	-4.130450	-4.506900	96
-3.937600	0.795378	-3.968140	-4.373490	97
-3.983260	0.912448	-3.951360	-4.329680	98
-3.897520	0.845983	-3.931960	-4.287090	99
-3.551800	0.577993	-3.902130	-4.258920	100
-3.561660	0.570859	-3.892850	-4.266620	101
-3.952690	0.543758	-3.962750	-4.378220	102
-4.206990	0.450364	-3.957380	-4.489210	103
-4.165760	0.384505	-3.894920	-4.485360	104
-4.125590	0.346234	-3.936150	-4.424760	105
-4.244590	0.310422	-4.013360	-4.351410	106
-4.483830	0.216222	-4.164810	-4.307590	107
-4.519590	0.066496	-4.292940	-4.220330	108
-4.456240	0.109459	-4.322180	-4.151450	109
-4.601780	0.366682	-4.348780	-4.227160	110
-4.740400	0.450596	-4.348240	-4.272570	111
-5.018810	0.504488	-4.402130	-4.324300	112
-5.258720	0.432436	-4.484040	-4.426770	113
-5.364630	0.306249	-4.519610	-4.454660	114
-5.680540	0.530236	-4.559330	-4.492180	115
-5.883570	0.787296	-4.552710	-4.529340	116
-5.790740	0.822813	-4.565560	-4.577490	117
-5.777310	0.834395	-4.630470	-4.699310	118
-5.909750	1.001160	-4.642850	-4.779130	119
-6.046560	1.152870	-4.594130	-4.731300	120
-6.148700	1.208230	-4.532130	-4.679890	121
-6.146380	1.289470	-4.434790	-4.715750	122
-6.121810	1.344220	-4.315760	-4.753350	123
-6.221070	1.333660	-4.091000	-4.724510	124
-6.246500	1.338060	-3.768300	-4.654750	125
-6.294090	1.345630	-3.828200	-4.753030	126
-6.275600	1.294890	-3.566380	-4.583180	127
-6.194940	1.233180	-3.552230	-4.543190	128
-6.269170	1.168260	-3.586360	-4.509360	129
-6.292860	0.997467	-3.577580	-4.423870	130
-6.281280	0.866702	-3.587330	-4.362910	131
-6.382550	0.928759	-3.495630	-4.301130	132
-6.672450	1.006160	-3.378660	-4.261470	133
-6.939480	0.953671	-3.394950	-4.351130	134
-6.895930	0.896972	-3.343080	-4.455340	135
-6.918960	1.055480	-3.210290	-4.499840	136
-7.106820	1.169460	-3.152180	-4.523800	137
-7.315560	1.122630	-3.165680	-4.498510	138
-7.453370	1.118190	-3.217060	-4.475130	139
-7.397530	1.124920	-3.251240	-4.438710	140
-7.304690	1.148550	-3.260260	-4.333040	141
-7.192390	1.134990	-3.228000	-4.229490	142
-7.228600	1.134820	-3.088070	-4.180220	143
-7.434000	1.281430	-3.029330	-4.243800	144
-7.545870	1.416120	-2.971260	-4.218410	145
-7.716430	1.483210	-2.794650	-4.069510	146
-7.695900	1.386110	-2.771940	-4.058440	147
-7.471530	1.138340	-2.865930	-4.092650	148
-7.580470	1.052820	-2.916190	-4.073440	149
-7.975750	1.199380	-2.896510	-4.026190	150
-8.198250	1.293500	-2.854370	-3.964490	151
-8.259250	1.257770	-2.831540	-3.908480	152
-8.664920	1.214370	-2.823750	-3.811060	153
