-12.827200	6.102350	0.266131	-1.757890	0
-12.699400	6.130330	-0.617223	-1.206150	1
-12.512800	6.240440	-0.987481	-0.774231	2
-12.278500	6.341630	-1.204020	-0.422190	3
-11.925700	6.428350	-1.333580	-0.310183	4
-11.424500	6.423680	-1.310670	-0.439509	5
-10.840800	6.246120	-1.135790	-0.791334	6
-10.364300	6.016190	-1.017240	-1.231060	7
-9.910540	5.804890	-0.943500	-1.682590	8
-9.344930	5.637100	-0.595851	-2.094480	9
-8.725000	5.522050	-0.277160	-2.304570	10
-8.002060	5.455980	-0.484507	-2.419910	11
-7.275580	5.305020	-0.909319	-2.455380	12
-6.565320	5.244240	-1.345040	-2.256460	13
-5.785700	5.332240	-1.882930	-1.979950	14
-5.003480	5.037150	-2.337220	-1.809860	15
-4.368120	4.702420	-2.779310	-1.944780	16
-3.804630	4.826670	-3.368850	-2.410990	17
-2.975670	4.625260	-3.880650	-2.840880	18
-2.031930	4.183470	-4.174530	-3.147850	19
-1.212290	4.050630	-4.295750	-3.433430	20
-0.480678	3.959230	-4.288940	-3.702710	21
-0.000399	3.927700	-4.334240	-4.076730	22
0.392292	3.921680	-4.435840	-4.453900	23
0.779821	3.875070	-4.451500	-4.669840	24
0.962705	3.962530	-4.575170	-4.943180	25
0.959363	4.230670	-4.814470	-5.237540	26
0.967182	4.473520	-4.979390	-5.380960	27
1.293770	4.422360	-5.049310	-5.481570	28
1.792890	4.154640	-5.056450	-5.603980	29
2.140130	4.161770	-5.130010	-5.735800	30
2.353830	4.413750	-5.296020	-5.893410	31
2.583310	4.472400	-5.426900	-6.033970	32
2.846730	4.201220	-5.480730	-6.028860	33
2.801090	4.072460	-5.491470	-5.872830	34
2.571590	4.206030	-5.501240	-5.766430	35
2.328150	4.099660	-5.572870	-5.810040	36
1.986340	3.871940	-5.637260	-5.820030	37
1.879020	3.631550	-5.686170	-5.763620	38
1.808920	3.485060	-5.786390	-5.741820	39
1.398140	3.657770	-5.872120	-5.609400	40
0.993490	3.908820	-5.935150	-5.333500	41
1.139500	3.906490	-6.013970	-5.179310	42
1.696690	3.803120	-6.025770	-5.110470	43
1.981210	3.798490	-5.942320	-4.900950	44
1.689300	3.812200	-5.910970	-4.627730	45
1.342720	3.863490	-5.909740	-4.431530	46
1.274740	3.880640	-5.775930	-4.234570	47
1.324190	3.762010	-5.662340	-4.065530	48
1.388980	3.696090	-5.760870	-4.051190	49
1.173220	3.806600	-5.934340	-4.021230	50
0.735595	3.886350	-6.004150	-3.930500	51
0.535794	3.872730	-6.020500	-3.948550	52
0.620922	3.995140	-6.073330	-4.065090	53
0.819615	4.236060	-6.094590	-4.192330	54
1.037980	4.413340	-6.144570	-4.269960	55
1.090960	4.474670	-6.274430	-4.198660	56
1.012200	4.537350	-6.442470	-4.032130	57
1.140930	4.703060	-6.566920	-3.904610	58
1.422610	4.674670	-6.583770	-3.799960	59
1.568100	4.433790	-6.580050	-3.725370	60
1.561160	4.405850	-6.630310	-3.724510	61
1.579270	4.574560	-6.709290	-3.717030	62
1.340520	4.723380	-6.687450	-3.595850	63
0.831477	4.708880	-6.616160	-3.485920	64
0.602776	4.572710	-6.605060	-3.425240	65
0.657273	4.514210	-6.574630	-3.311400	66
0.711569	4.562820	-6.414580	-3.190660	67
0.459075	4.613700	-6.236500	-3.103240	68
0.173241	4.736680	-6.261930	-3.111570	69
0.178659	4.964750	-6.271500	-3.168070	70
0.251482	5.120370	-6.155620	-3.171290	71
0.327198	5.205620	-6.103390	-3.133550	72
0.375970	5.182680	-6.074690	-3.062300	73
0.427070	5.182200	-6.029250	-2.970520	74
0.459091	5.442420	-5.985750	-2.907180	75
0.609674	5.655350	-5.976760	-2.973440	76
1.029300	5.580410	-5.974830	-3.231540	77
1.300220	5.516910	-5.914090	-3.499310	78
1.295260	5.658470	-5.803650	-3.584990	79
1.359340	5.875260	-5.771170	-3.568850	80
1.521660	5.899520	-5.771020	-3.456510	81
1.571980	5.878790	-5.747930	-3.258790	82
1.582530	5.986820	-5.797950	-3.223210	83
1.494790	6.015660	-5.723260	-3.296780	84
1.255020	6.110790	-5.580890	-3.339080	85
1.157420	6.224160	-5.577920	-3.467080	86
1.229010	6.218600	-5.644030	-3.641200	87
1.508670	6.297950	-5.693990	-3.664020	88
1.645540	6.459420	-5.685350	-3.569380	89
1.549010	6.585980	-5.702380	-3.566980	90
1.597090	6.661150	-5.768280	-3.556700	91
1.724790	6.806750	-5.904720	-3.512940	92
1.856850	6.958430	-6.120930	-3.559300	93
2.039600	7.112510	-6.328660	-3.636970	94
2.147560	7.423070	-6.495650	-3.693430	95
1.951890	7.607830	-6.526060	-3.723780	96
1.724640	7.726480	-6.511940	-3.838110	97
1.806960	7.897260	-6.701260	-4.072390	98
2.027940	8.077260	-7.040590	-4.321910	99
2.211860	8.312320	-7.340740	-4.570830	100
2.441320	8.485120	-7.536550	-4.852270	101
2.452440	8.699510	-7.798610	-5.294510	102
2.410850	8.902050	-8.264090	-5.984290	103
2.794470	9.056400	-8.775510	-6.725230	104
3.059380	9.330240	-9.107870	-7.217330	105
3.167780	9.705100	-9.326970	-7.524410	106
1.924690	9.841640	-9.737610	-8.002610	107
1.713970	10.046300	-10.367800	-8.703020	108
2.500580	10.180800	-11.017300	-9.431350	109
3.434350	10.559700	-11.567800	-10.072600	110
3.737970	11.062100	-12.147400	-10.712600	111
3.927120	11.396400	-12.841300	-11.402800	112
4.220910	11.742100	-13.517900	-12.051800	113
4.526930	12.049500	-14.096900	-12.592600	114
4.853610	12.178000	-14.458300	-12.950700	115
5.184640	12.447200	-14.834000	-13.331600	116
5.714760	13.092300	-15.436900	-13.856200	117
6.273190	13.719100	-15.924900	-14.257300	118
6.690760	14.048400	-16.235000	-14.504500	119
6.847220	14.295400	-16.607200	-14.775200	120
7.048740	14.282000	-17.029200	-15.077100	121
7.111780	13.758200	-17.489200	-15.473200	122
6.665150	13.419700	-17.980700	-16.025100	123
6.287990	13.663100	-18.434700	-16.596500	124
6.214410	13.820500	-18.947600	-17.235300	125
6.617290	13.666400	-19.252400	-17.417400	126
7.161450	13.695800	-19.729900	-17.819300	127
7.145800	13.949400	-20.279000	-18.357300	128
6.914900	14.148000	-20.572100	-18.681700	129
7.033490	14.102100	-20.740400	-18.771300	130
