1	46	1.62	75	28.6	-3	92	-63	-23	18	-19	5	104	-92	-150	-103	-147	0
1	46	1.62	75	28.6	-3	94	-64	-21	18	-18	-14	104	-90	-149	-104	-145	1
1	46	1.62	75	28.6	-1	97	-61	-12	20	-15	-13	104	-90	-151	-104	-144	2
1	46	1.62	75	28.6	-2	96	-57	-15	21	-16	-13	104	-89	-153	-103	-142	3
1	46	1.62	75	28.6	-1	96	-61	-13	20	-15	-13	104	-89	-153	-104	-143	4
1	46	1.62	75	28.6	-2	95	-62	-14	19	-16	-13	104	-89	-153	-104	-142	5
1	46	1.62	75	28.6	1	100	-62	-10	22	-12	-13	104	-90	-151	-104	-143	6
1	46	1.62	75	28.6	-1	97	-63	-13	20	-15	-12	104	-88	-151	-104	-142	7
1	46	1.62	75	28.6	-1	98	-63	-14	19	-17	-13	104	-90	-152	-103	-144	8
1	46	1.62	75	28.6	0	98	-61	-11	22	-13	-13	104	-90	-151	-104	-144	9
1	46	1.62	75	28.6	-1	95	-60	-13	19	-17	-13	105	-89	-150	-104	-144	10
1	46	1.62	75	28.6	3	100	-59	-10	22	-13	-13	104	-90	-150	-103	-144	11
1	46	1.62	75	28.6	0	96	-61	-14	20	-15	-12	105	-88	-149	-104	-145	12
1	46	1.62	75	28.6	0	97	-61	-14	20	-17	-13	104	-90	-149	-104	-146	13
1	46	1.62	75	28.6	0	97	-60	-13	21	-14	-12	105	-89	-149	-104	-145	14
1	46	1.62	75	28.6	-1	96	-61	-13	19	-17	-13	104	-89	-149	-106	-145	15
1	46	1.62	75	28.6	2	99	-60	-10	22	-12	-13	104	-90	-150	-103	-145	16
1	46	1.62	75	28.6	0	96	-62	-14	20	-15	-12	105	-89	-150	-104	-144	17
1	46	1.62	75	28.6	0	97	-61	-14	19	-16	-13	105	-89	-148	-102	-146	18
1	46	1.62	75	28.6	0	98	-63	-12	21	-13	-13	104	-89	-148	-105	-146	19
1	46	1.62	75	28.6	-1	95	-62	-15	19	-17	-13	104	-89	-144	-105	-143	20
1	46	1.62	75	28.6	1	99	-62	-11	22	-13	-14	104	-90	-146	-106	-145	21
1	46	1.62	75	28.6	-3	96	-62	-14	20	-16	-12	105	-88	-154	-108	-138	22
1	46	1.62	75	28.6	-1	97	-62	-14	19	-17	-13	105	-90	-146	-109	-139	23
1	46	1.62	75	28.6	1	97	-61	-11	21	-14	-13	104	-90	-148	-112	-142	24
1	46	1.62	75	28.6	-3	96	-63	-16	19	-17	-13	104	-90	-155	-101	-141	25
1	46	1.62	75	28.6	3	100	-61	-8	23	-12	-13	104	-90	-157	-97	-142	26
1	46	1.62	75	28.6	-4	95	-63	-15	19	-17	-13	105	-89	-169	-96	-143	27
1	46	1.62	75	28.6	1	100	-63	-10	22	-13	-14	104	-91	-177	-99	-133	28
1	46	1.62	75	28.6	0	96	-64	-13	20	-16	-13	105	-88	-189	-104	-141	29
1	46	1.62	75	28.6	0	100	-63	-10	21	-14	-14	103	-90	-193	-95	-139	30
1	46	1.62	75	28.6	-3	98	-66	-14	20	-16	-13	104	-88	-196	-96	-134	31
1	46	1.62	75	28.6	-1	100	-65	-12	19	-16	-13	104	-90	-197	-97	-139	32
1	46	1.62	75	28.6	-3	99	-67	-13	20	-15	-12	105	-88	-197	-96	-134	33
1	46	1.62	75	28.6	-4	100	-67	-14	19	-17	-13	105	-90	-200	-99	-133	34
1	46	1.62	75	28.6	-3	98	-65	-13	20	-14	-12	105	-89	-182	-105	-135	35
1	46	1.62	75	28.6	0	96	-65	-14	20	-17	-13	104	-89	-165	-100	-145	36
